branch,i,j,k,G_ijk_raw_Ry_au,qe_units,G_ijk_pmV,note,provenance
LDA@B0-geometry,z,x,z,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,z,y,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,z,y,y,-393.664344471,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1082.65568,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,z,y,z,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,z,z,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,z,z,y,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA@B0-geometry,z,z,z,-238.353791917,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-655.520599,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C3_LDA\EO_at_B0_geom\artifact/ph.out
LDA-relaxed@k6,x,x,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,x,x,y,254.781986921,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",700.70142,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,x,x,z,-390.682293746,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1074.454444,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,x,y,x,254.781986921,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",700.70142,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,x,y,y,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,x,y,z,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,x,z,x,-390.682293746,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1074.454444,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,x,z,y,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,x,z,z,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,y,x,x,254.781986921,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",700.70142,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,y,x,y,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,y,x,z,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,y,y,x,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,y,y,y,-254.781986983,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-700.701421,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,y,y,z,-390.682293877,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1074.454445,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,y,z,x,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,y,z,y,-390.682293877,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1074.454445,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,y,z,z,-5.7e-08,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,z,x,x,-390.682293746,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1074.454444,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,z,x,y,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,z,x,z,0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,z,y,x,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,z,y,y,-390.682293877,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-1074.454445,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,z,y,z,-5.7e-08,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,z,z,x,-0.0,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,z,z,y,-5.7e-08,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-0.0,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
LDA-relaxed@k6,z,z,z,-357.489071742,"Rydberg a.u. (d(epsilon_ij)/dE_k, symmetrized cartesian axis, electronic+XC-derivative total)",-983.166445,"this is G_ijk = d(eps)/dE, NOT yet the Pockels r tensor -- see pockels_cartesian.csv for that conversion",C:\Users\mike\Documents\occam-qe\runs\delC\C13_k6\artifact/ph.out
